date,headline,pos,neg,neu,sentiment_score
2026-03-23,Intel Core Ultra 7 270K Plus,0.06537508219480515,0.013757298700511456,0.9208676815032959,0.05161778349429369
2026-03-23,Intel Core Ultra 7 270K Plus,0.06537508219480515,0.013757298700511456,0.9208676815032959,0.05161778349429369
2026-03-23,The MacBook Neo is experiencing iPhone-like shortages — as Tim Cook hails ‘best launch week ever’ for new Mac buyers,0.016437314450740814,0.9521802663803101,0.03138240426778793,-0.9357429519295692
2026-03-23,"Warren Buffett: Berkshire Hathaway Resumes Buybacks, Partners with Tokio Marine, and Sits on Record $373B Cash",0.6265880465507507,0.015755951404571533,0.35765594244003296,0.6108320951461792
2026-03-23,The Next 50,0.03666466474533081,0.05104312300682068,0.9122921824455261,-0.014378458261489868
2026-03-23,Apple Store External Storage Prices Spike Amid AI-Driven Shortage,0.027309589087963104,0.9577218294143677,0.014968577772378922,-0.9304122403264046
2026-03-23,Top 5 Companies Where Peter Thiel Invested the Most: Palantir Leads with $10B+ Stake,0.13588976860046387,0.00869946088641882,0.8554107546806335,0.12719030771404505
2026-03-23,Morning Minute: Bitcoin Rips as Iran Strikes Postponed,0.014188791625201702,0.9248632788658142,0.060947876423597336,-0.9106744872406125
2026-03-23,Startup Antithesis turns years of real-world chaos into hours of simulated mayhem—and key trading firms and crypto networks are paying close attention,0.04972529783844948,0.028933290392160416,0.9213414192199707,0.020792007446289062
2026-03-23,"The Law Bytes Podcast, Episode 262: Zack Shapiro on the Claude AI Native Law Firm",0.028259843587875366,0.057328615337610245,0.9144116044044495,-0.02906877174973488
2026-03-23,"Dow futures jump over 1000 points as Trump pauses Iran strikes, Brent slips below $100",0.1922522783279419,0.7135170698165894,0.09423070400953293,-0.5212647914886475
2026-03-23,I'm a dietitian who frequently travels for work. These 6 protein-filled snacks are always in my carry-on bag.,0.031134609133005142,0.040466852486133575,0.9283985495567322,-0.009332243353128433
2026-03-23,"Apple Hikes External SSD Prices, Some SanDisk Products Jump Up 200%",0.754787266254425,0.1695326566696167,0.07568007707595825,0.5852546095848083
2026-03-23,"Apple Hikes External SSD Prices, Some SanDisk Products Jump Up 200%",0.754787266254425,0.1695326566696167,0.07568007707595825,0.5852546095848083
2026-03-23,Apple’s AirTag 4-pack just hit its best Amazon price ever at $60 ($15 each),0.8821175694465637,0.023002712056040764,0.09487978368997574,0.859114857390523
2026-03-23,"Apple’s 512GB iPad 11 is $170 off at Amazon today, but you can score M4 iPad Air for $80 more",0.05100874975323677,0.42986342310905457,0.5191277861595154,-0.3788546733558178
2026-03-23,How inherited wealth could reshape corporate America’s leadership pipeline,0.1847657412290573,0.014059103094041348,0.8011751174926758,0.17070663813501596
2026-03-23,India’s Silent Health Crisis: Why Women’s of Reproductive Health Needs Urgent Attention?,0.05172531306743622,0.10786163061857224,0.8404130339622498,-0.05613631755113602
2026-03-23,Inside OpenAI's talent pipeline: See who's feeding and hiring away workers at Sam Altman's AI giant,0.060163017362356186,0.03474140912294388,0.9050955772399902,0.025421608239412308
2026-03-23,3-in-1 Magnetic Wireless Charger for Apple Devices for $16 w/ Prime + free shipping,0.2984088063240051,0.009369352832436562,0.6922218799591064,0.28903945349156857
2026-03-23,"Hours after ‘love marriage’, groom tied to poll, beaten, paraded naked by in-laws in Jalgaon",0.05245376005768776,0.23408260941505432,0.7134636044502258,-0.18162884935736656
2026-03-23,'Kheer' ceremony held ahead of Delhi assembly's budget session,0.03985195979475975,0.024037839844822884,0.9361101984977722,0.015814119949936867
2026-03-23,JSW Steel unit secures Bombay HC relief in trademark infringement case,0.35565322637557983,0.5432133078575134,0.10113342851400375,-0.1875600814819336
2026-03-23,"Steel, wood & worry: Building homes gets costlier as West Asia crisis hits material prices; construction cost up over 12%",0.9488749504089355,0.025856733322143555,0.02526829205453396,0.923018217086792
2026-03-23,"Chaitra Navratri 2026 Day 6: Maa Katyayani, rituals, mantra, colour and significance",0.028414856642484665,0.035242728888988495,0.9363423585891724,-0.00682787224650383
2026-03-23,News/Media Alliance signs AI licensing deal to unlock recurring RAG revenue for small and mid-sized publishers,0.9389343857765198,0.011846761219203472,0.04921881482005119,0.9270876245573163
2026-03-22,How to read the MacBook Neo as bad news for the stock,0.010890698060393333,0.9476890563964844,0.04142024368047714,-0.936798358336091
2026-03-22,The SEC drops its four-year-old investigation into EV startup Faraday Future,0.017575807869434357,0.8390352129936218,0.14338894188404083,-0.8214594051241875
2026-03-22,"Apple MacBook Pro (Early 2026): 16.2"", M5 Pro, 48GB, 1TB SSD, Space Black $2789.99 (3 replies)",0.07072295248508453,0.015267962589859962,0.9140090942382812,0.05545498989522457
2026-03-22,The most viewed photograph in history turns 30. Here's how Bill Gates was involved,0.027437929064035416,0.04356513172388077,0.9289969205856323,-0.016127202659845352
2026-03-22,Apple Stock Is Doing Something It Hasn't Done Since 2022. Should You Buy or Run?,0.03406400978565216,0.07127440720796585,0.894661545753479,-0.03721039742231369
2026-03-22,"OnePlus ruined its task switcher UI, but there's a secret way to get the good one back",0.0805734246969223,0.03540200740098953,0.8840245604515076,0.04517141729593277
2026-03-22,Disney Finds Everyone Seems to Own Right Now,0.05390718951821327,0.014645356684923172,0.931447446346283,0.0392618328332901
2026-03-22,Taste Test: Elijah Craig’s New Single Barrel Whiskey Is One of the Best Bourbons of the Year (So Far),0.8133689761161804,0.010791558772325516,0.1758393943309784,0.8025774173438549
2026-03-22,This MacBook Pro Screen Mockup for Photoshop Changes How You Present Design Work,0.04364931955933571,0.020810119807720184,0.9355406165122986,0.022839199751615524
2026-03-22,"Coinbase Launches 24/7 Stock Trading For Tesla, Apple, Nvidia With 10X Leverage",0.07788601517677307,0.015075591392815113,0.9070384502410889,0.06281042378395796
2026-03-22,"Asymco Bulletin 005 – Mar 22, 2026",0.023555483669042587,0.033146243542432785,0.9432982802391052,-0.009590759873390198
2026-03-22,"Apple just quietly hiked the prices of these popular accessories, and there is a scary reason why",0.16323032975196838,0.6695030331611633,0.16726665198802948,-0.506272703409195
2026-03-22,Why Spotify AI more than music will be the secret to keeping subscribers,0.03580239787697792,0.03184738755226135,0.9323501586914062,0.003955010324716568
2026-03-22,"Apple Stores ‘running low’ on Apple TV, HomePod, and HomePod mini inventory",0.0073830741457641125,0.9668563604354858,0.025760529562830925,-0.9594732862897217
2026-03-22,Monday Morning Update 3/23/26,0.02870444767177105,0.05314682796597481,0.9181487560272217,-0.024442380294203758
2026-03-22,"Over $325 in New ShopRite eCoupons -Save on Delizza, Bridgford, Gatorade & More",0.2442936897277832,0.009624870494008064,0.7460814714431763,0.23466881923377514
2026-03-22,Tech guru Igor Pejic says an AI bust wouldn't rival the dot-com crash — but there'd be almost 'no place to hide',0.06803951412439346,0.35387858748435974,0.5780819058418274,-0.2858390733599663
2026-03-22,Boss Blunders: When CEO slip-ups damage their brands,0.00847877748310566,0.9528256058692932,0.03869561478495598,-0.9443468283861876
2026-03-22,Alpha Micro AM-1000E and AM-1200,0.04955171048641205,0.015667108818888664,0.9347811341285706,0.033884601667523384
2026-03-21,Is Apple Stock Going to $500? Here's What Has to Happen.,0.02982732281088829,0.06460725516080856,0.9055653810501099,-0.03477993234992027
2026-03-21,"Jenny Johnson, third-generation Franklin Templeton CEO, on managing trillions for the family business",0.04008807986974716,0.020111409947276115,0.9398005604743958,0.019976669922471046
2026-03-21,"Tim Cook says Apple had its best launch week for first-time Mac customers with the MacBook Neo — entry-level device now out of stock, with orders taking two to three weeks to ship",0.037727028131484985,0.9450430870056152,0.01722988486289978,-0.9073160588741302
2026-03-21,"Tim Cook says Apple had its best launch week for first-time Mac customers with the MacBook Neo — entry-level device now out of stock, with orders taking two to three weeks to ship",0.037727028131484985,0.9450430870056152,0.01722988486289978,-0.9073160588741302
2026-03-21,OpenClaw's ChatGPT moment sparks concern that AI models are becoming commodities,0.023889828473329544,0.8899033665657043,0.08620680123567581,-0.8660135380923748
2026-03-21,"Boring Phone Designs, Begone. I'm Seeing a New Wave of Fresh Looks for 2026",0.17958052456378937,0.015817396342754364,0.8046020269393921,0.163763128221035
2026-03-21,"Weekend Reading, 3.21.26",0.07717439532279968,0.2192847579717636,0.7035408616065979,-0.14211036264896393
2026-03-21,"Coinbase to Launch Stock Futures, Why This Is Big For Crypto",0.05258772149682045,0.02677207812666893,0.9206401705741882,0.02581564337015152
2026-03-21,India expected to bypass middle-income trap: Report,0.3771340548992157,0.02100531756877899,0.6018606424331665,0.3561287373304367
2026-03-21,Kashmir’s dry winter hits apple trade at the roots,0.06030143052339554,0.8527392745018005,0.08695922791957855,-0.792437843978405
2026-03-20,Why the Iran War May Have Just Killed the AI Boom,0.04407855123281479,0.26118892431259155,0.6947324872016907,-0.21711037307977676
2026-03-20,"6 Best East Coast Weekend Getaways, According to Mental Floss Editors",0.24799200892448425,0.025979038327932358,0.7260289192199707,0.2220129705965519
2026-03-20,Apple iPhone 17e Review,0.05105309188365936,0.02303728647530079,0.9259096384048462,0.028015805408358574
2026-03-20,India will likely escape the middle-income trap,0.21214860677719116,0.05803423002362251,0.7298172116279602,0.15411437675356865
2026-03-20,Tropical transpacific flair: Hawaiian Airlines Boeing 787 Dreamliner business class,0.0735408216714859,0.015031205490231514,0.9114279747009277,0.05850961618125439
2026-03-20,Stocks Plunge on US Plans to Escalate Iran War,0.04138980060815811,0.8657061457633972,0.09290403872728348,-0.8243163451552391
2026-03-20,Apple set to pocket $1 billion+ from rival AI apps in 2026 despite Siri issues,0.8332270383834839,0.01197988260537386,0.15479305386543274,0.82124715577811
2026-03-20,"iPhone Fold Might Not Go on Sale Until December, One Analyst Suggests",0.04660846292972565,0.09391272068023682,0.8594788312911987,-0.04730425775051117
2026-03-20,Here’s Why Apple (AAPL) Could Be The Best Tech Stock to Buy Now According to Warren Buffett,0.18130338191986084,0.010467622429132462,0.8082290291786194,0.17083575949072838
2026-03-20,4 ways I watch TV and movies on my smart TV when my internet is down,0.026133988052606583,0.04140344634652138,0.9324626326560974,-0.015269458293914795
2026-03-20,"Other Barks & Bites for Friday, March 20: CAFC Approves Flexible Domestic Industry Analysis at ITC; MFN Pricing Threatens $167 Trillion in Medical Innovation’s Societal Value; and UK Has No Preferred Option for AI and Copyright",0.050056349486112595,0.08238323777914047,0.8675603866577148,-0.03232688829302788
2026-03-20,Apple AirPods Pro 3 Wireless Active Noise Cancelling Earbuds $200 & More + Free S&H,0.05070250853896141,0.0201170165091753,0.9291805028915405,0.03058549202978611
2026-03-20,Coinbase Global Launches Stock Perpetual Futures Contracts,0.03850673884153366,0.023874947801232338,0.9376182556152344,0.014631791040301323
2026-03-20,Here’s what’s making us happy this week.,0.1059357225894928,0.01645566336810589,0.877608597278595,0.08948005922138691
2026-03-20,"MacBook Neo Just Broke an Apple Sales Record, Shipping Delays Continue",0.03817400708794594,0.9185041785240173,0.04332182928919792,-0.8803301714360714
2026-03-20,"MacBook Neo Just Broke an Apple Sales Record, Shipping Delays Continue",0.03817400708794594,0.9185041785240173,0.04332182928919792,-0.8803301714360714
2026-03-20,"Deals: Most affordable M5 MacBook Pro $200 off, 15-inch M4 MacBook Air $949, iPhone 16 Pro Max $657 off, more",0.2620311677455902,0.06851746886968613,0.6694512963294983,0.19351369887590408
2026-03-20,Tim Cook’s China visit reinforces country’s importance to Apple as global frictions rise,0.6668411493301392,0.054465681314468384,0.27869316935539246,0.6123754680156708
2026-03-20,"ONE SHEET: Bari’s Bloodletting, Hegseth Vs the Press, and Joe Kent — MAGA Divider",0.04810302332043648,0.02748795971274376,0.924409031867981,0.02061506360769272
2026-03-20,"The most affordable M5 MacBook Pro you can buy is down at $1,400 ($200 under the launch price)",0.00839029997587204,0.9454187750816345,0.046190932393074036,-0.9370284751057625
2026-03-20,Nvidia CEO Jensen Huang bids to own the entire AI factory stack,0.059469785541296005,0.010392440482974052,0.9301378130912781,0.04907734505832195
2026-03-20,Coinbase introduces stock perpetual futures contracts for non-U.S. customers,0.08024773746728897,0.01008640043437481,0.9096658229827881,0.07016133703291416
2026-03-20,JPMorgan Chase CEO Jamie Dimon sees an end on the horizon. But not yet.,0.01842624694108963,0.8014847636222839,0.1800890564918518,-0.7830585166811943
2026-03-20,Coinbase unveils 24/7 stock futures for global traders in derivatives push,0.05717834457755089,0.01900198683142662,0.9238197207450867,0.03817635774612427
2026-03-20,"CORRECTIVE PRESS RELEASE* Apple iSports Group, Inc. Appoints Ian Wilding as Fractional Chief Innovation Advisor to Support Strategic Growth and Nasdaq Readiness",0.10490359365940094,0.021046411246061325,0.874049961566925,0.08385718241333961
2026-03-20,Coinbase launches 24/7 stock perps for non-US traders,0.045768652111291885,0.03203527629375458,0.922196090221405,0.013733375817537308
2026-03-20,25 Deals Under-$25 to Shop at Amazon’s Big Spring Sale,0.08981221914291382,0.03066193498671055,0.8795258402824402,0.05915028415620327
2026-03-20,BTS’s ‘SWIM’ Gets the Tiny Vinyl Treatment Through Target,0.4467017948627472,0.012673252262175083,0.5406249165534973,0.4340285426005721
2026-03-20,"Inside Scott Galloway's messy, money-first activism",0.029659030959010124,0.05863640457391739,0.9117045402526855,-0.028977373614907265
2026-03-20,Is Apple Stock Your Ticket to Becoming a Millionaire?,0.06923145055770874,0.017007257789373398,0.9137612581253052,0.05222419276833534
2026-03-20,"10% off Everything (inc Apple) & Free Shipping: Apple MacBook Neo $808, AirTags 2nd Gen (4Pack) $142.20 Delivered @ Mobileciti",0.1086573451757431,0.012315459549427032,0.879027247428894,0.09634188562631607
2026-03-20,Miuccia Prada is worth $4.8B,0.025418590754270554,0.0247040968388319,0.9498773217201233,0.000714493915438652
